Date,EURIBOR,Gold USD,Gold EUR,JPM Close,SP500 ,Siemens Close,XR,EUROSTOXX Close
2/20/2014,-0.4119,"1,316.30",960.7,57.580002,"1,839.78",85.674721,0.7289,334.779999
2/21/2014,-0.4119,"1,323.30",963.4,57.610001,"1,836.25",85.503448,0.7278,336.089996
2/24/2014,-0.4119,"1,334.80",971.7,58.029999,"1,847.61",86.260674,0.728,338.190002
2/25/2014,-0.4119,"1,339.00",973.7,57.029999,"1,845.12",87.261292,0.7275,338.390015
2/26/2014,-0.4119,"1,331.80",974.1,56.75,"1,845.16",87.162132,0.7306,337.700012
2/27/2014,-0.4119,"1,332.30",971.7,56.689999,"1,854.29",86.549141,0.7295,337.209991
2/28/2014,-0.4119,"1,326.50",960.7,56.82,"1,859.45",87.225235,0.7245,338.019989
3/3/2014,-0.1947,"1,349.50",982.5,56.209999,"1,845.73",83.808701,0.728,330.359985
3/4/2014,-0.1947,"1,334.80",971.9,57.259998,"1,873.91",86.11644,0.7276,337.149994
3/5/2014,-0.1947,"1,337.00",973.4,58.16,"1,873.81",86.143486,0.7282,337.059998
3/6/2014,-0.1947,"1,345.30",970.7,58.900002,"1,877.03",86.008263,0.7215,337.279999
3/7/2014,-0.1947,"1,335.30",962.3,59.400002,"1,878.04",83.655457,0.7206,333.059998
3/10/2014,-0.1947,"1,344.00",968.7,59.200001,"1,877.17",82.844139,0.7207,331.399994
3/11/2014,-0.1947,"1,346.30",971,58.189999,"1,867.63",83.808701,0.7216,331.48999
3/12/2014,-0.1947,"1,366.00",982.5,57.919998,"1,868.20",81.987755,0.7192,327.950012
3/13/2014,-0.1947,"1,368.80",987.8,57.419998,"1,846.34",80.500343,0.721,324.51001
3/14/2014,-0.1947,"1,385.00",996.4,56.799999,"1,841.13",81.690269,0.7187,322.230011
3/17/2014,-0.1947,"1,378.50",990,57.580002,"1,858.83",84.457756,0.7183,325.829987
3/18/2014,-0.1947,"1,355.80",973.8,58.060001,"1,872.25",84.457756,0.7177,327.929993
3/19/2014,-0.1947,"1,338.00",961.5,58.299999,"1,860.77",85.016655,0.7229,327.630005
3/20/2014,-0.1947,"1,327.00",963.2,60.110001,"1,872.01",86.855637,0.7258,327.670013
3/21/2014,-0.1947,"1,336.00",968.4,60.169998,"1,866.52",88.117683,0.7249,327.910004
3/24/2014,-0.1947,"1,310.80",944.6,61.07,"1,857.44",85.963188,0.7226,324.390015
3/25/2014,-0.1947,"1,313.50",950,60.93,"1,865.62",87.576805,0.7232,328.570007
3/26/2014,-0.1947,"1,304.00",945.7,59.900002,"1,852.56",88.054581,0.7255,330.929993
3/27/2014,-0.1947,"1,296.00",942.8,59.919998,"1,849.04",87.964432,0.7278,331.399994
3/28/2014,-0.1947,"1,294.80",941.4,60.040001,"1,857.62",89.217461,0.7271,333.76001
3/31/2014,-0.1947,"1,291.80",938,60.709999,"1,872.34",88.072609,0.7261,334.309998
4/1/2014,-0.3703,"1,283.80",930.4,60.669998,"1,885.52",88.415161,0.725,336.350006
4/2/2014,-0.3703,"1,292.00",938.5,60.48,"1,890.90",88.6856,0.7264,336.929993
4/3/2014,-0.3703,"1,284.00",935.8,60.66,"1,888.77",89.226479,0.7289,337.25
4/4/2014,-0.3703,"1,297.30",946.6,59.810001,"1,865.09",90.001732,0.7298,339.179993
4/7/2014,-0.3703,"1,299.00",945.5,59,"1,845.04",87.748077,0.7278,334.959991
4/8/2014,-0.3703,"1,309.50",949.2,58.849998,"1,851.96",88.370087,0.7248,333.890015
4/9/2014,-0.3703,"1,301.80",942.7,59.27,"1,872.18",88.496292,0.7218,335.160004
4/10/2014,-0.3703,"1,320.50",950.9,57.400002,"1,833.08",87.675964,0.72,333.410004
4/11/2014,-0.3703,"1,318.00",948.4,55.299999,"1,815.69",87.017899,0.7202,328.769989
4/14/2014,-0.3703,"1,325.80",958.7,54.959999,"1,830.61",86.855637,0.7236,329.790009
4/15/2014,-0.3703,"1,298.00",939.3,54.799999,"1,842.98",85.539505,0.7239,326.579987
4/16/2014,-0.3703,"1,301.50",941,55.259998,"1,862.31",87.108047,0.7238,330.820007
4/17/2014,-0.3703,"1,299.00",940,55.220001,"1,864.85",87.820198,0.7238,332.429993
4/18/2014,-0.3703,"1,299.00",940,55.220001,"1,864.85",87.820198,0.7238,332.429993
4/21/2014,-0.3703,"1,299.00",940,55.029999,"1,871.89",87.820198,0.725,332.429993
4/22/2014,-0.3703,"1,286.80",932.4,55.810001,"1,879.55",89.271545,0.7244,337.029999
4/23/2014,-0.3703,"1,285.30",930.1,56.049999,"1,875.39",87.856255,0.7238,335.049988
4/24/2014,-0.3703,"1,291.50",934.2,56.189999,"1,878.61",87.883301,0.7229,336.130005
4/25/2014,-0.3703,"1,301.30",940.4,55.700001,"1,863.40",86.513084,0.7229,333.5
4/28/2014,-0.3703,"1,299.00",938.1,55.490002,"1,869.43",84.367607,0.722,334.130005
4/29/2014,-0.3703,"1,297.80",939.7,56.099998,"1,878.33",84.872421,0.724,338.119995
4/30/2014,-0.3703,"1,288.50",929.3,55.98,"1,883.95",85.638664,0.7211,337.890015
5/1/2014,-0.1754,"1,278.50",921.9,55.720001,"1,883.68",85.638664,0.721,337.890015
5/2/2014,-0.1754,"1,281.30",924.2,55.580002,"1,881.14",84.818336,0.7209,337.76001
5/5/2014,-0.1754,"1,281.30",924.2,54.220001,"1,884.66",84.96257,0.7207,336.890015
5/6/2014,-0.1754,"1,306.30",938.1,53.34,"1,867.72",84.656075,0.718,336.040009
5/7/2014,-0.1754,"1,296.00",931,54.049999,"1,878.21",86.395889,0.7188,336.029999
5/8/2014,-0.1754,"1,287.00",928.5,54.360001,"1,875.63",87.288338,0.7225,339.559998
5/9/2014,-0.1754,"1,291.30",938.5,54.009998,"1,878.48",87.144104,0.7268,338.540009
5/12/2014,-0.1754,"1,298.80",944.1,54.650002,"1,896.65",88.947021,0.7269,340.959991
5/13/2014,-0.1754,"1,296.50",946.4,54.619999,"1,897.45",89.983704,0.7297,341.890015
5/14/2014,-0.1754,"1,305.30",952.2,54.360001,"1,888.53",88.865891,0.7291,341.589996
5/15/2014,-0.1754,"1,299.00",947.7,53.509998,"1,870.85",86.936768,0.7293,338.5
5/16/2014,-0.1754,"1,291.50",942.6,53.310001,"1,877.86",86.657318,0.7303,338.98999
5/19/2014,-0.1754,"1,302.00",949.7,53.830002,"1,885.08",86.278702,0.7294,338.51001
5/20/2014,-0.1754,"1,295.50",946.4,53.720001,"1,872.83",85.187935,0.7298,338.320007
5/21/2014,-0.1754,"1,287.30",942.1,54.119999,"1,888.03",85.124832,0.7307,340.339996
5/22/2014,-0.1754,"1,298.50",951.3,54.549999,"1,892.49",85.809944,0.7323,341.019989
5/23/2014,-0.1754,"1,291.50",947.7,54.529999,"1,900.53",86.81958,0.7335,341.76001
5/26/2014,-0.1754,"1,291.50",947.7,54.529999,"1,900.53",87.955414,0.7329,343.690002
5/27/2014,-0.1754,"1,275.50",936.8,55.139999,"1,911.91",87.847244,0.7334,344.470001
5/28/2014,-0.1754,"1,263.50",929.6,55.450001,"1,909.78",88.361076,0.7358,344.290009
5/29/2014,-0.1754,"1,255.00",922.2,55.720001,"1,920.03",88.16275,0.7351,344.290009
5/30/2014,-0.1754,"1,250.50",916.7,55.57,"1,923.57",87.856255,0.7337,344.23999
5/31/2014,-0.1754,"1,250.50",916.7,55.57,"1,923.57",87.856255,0.7337,344.23999
6/2/2014,-0.2586,"1,247.30",917.4,55.349998,"1,924.97",88.306984,0.7354,345.079987
6/3/2014,-0.2586,"1,242.80",911.6,55.599998,"1,924.24",87.937386,0.7338,343.480011
6/4/2014,-0.2586,"1,245.30",915.1,55.68,"1,927.88",88.288956,0.7353,343.559998
6/5/2014,-0.2586,"1,252.50",918.5,56.630001,"1,940.46",88.910965,0.7321,344.98999
6/6/2014,-0.2586,"1,247.50",914.7,56.970001,"1,949.44",89.325638,0.733,347.299988
6/9/2014,-0.2586,"1,253.50",922.6,57.419998,"1,951.27",89.749321,0.7356,347.299988
6/10/2014,-0.2586,"1,259.50",929.8,57.900002,"1,950.79",90.037788,0.7381,349.709991
6/11/2014,-0.2586,"1,262.00",932.3,57.27,"1,943.89",89.172386,0.7389,347.73999
6/12/2014,-0.2586,"1,265.80",934.3,57.040001,"1,930.11",89.055199,0.7379,347.829987
6/13/2014,-0.2586,"1,273.00",940.8,57.040001,"1,936.16",89.064209,0.7384,347.070007
6/16/2014,-0.2586,"1,276.30",940.5,56.869999,"1,937.78",89.082237,0.7367,345.519989
6/17/2014,-0.2586,"1,267.50",935.8,57.419998,"1,941.99",89.370712,0.7382,346.420013
6/18/2014,-0.2586,"1,269.80",935.4,57.779999,"1,956.98",89.118301,0.7356,346.130005
6/19/2014,-0.2586,"1,293.00",949.3,57.299999,"1,959.48",90.091873,0.7349,348.149994
6/20/2014,-0.2586,"1,312.50",966.2,57.549999,"1,962.87",90.37133,0.7353,348.089996
6/23/2014,-0.2586,"1,313.50",966.1,58.189999,"1,962.61",88.85688,0.735,346.309998
6/24/2014,-0.2586,"1,318.50",970.4,57.419998,"1,949.98",88.811806,0.735,345.570007
6/25/2014,-0.2586,"1,316.80",965.5,57.529999,"1,959.53",87.98246,0.7337,341.940002
6/26/2014,-0.2586,"1,311.80",963.7,57.389999,"1,957.22",86.990852,0.7347,341.859985
6/27/2014,-0.2586,"1,317.50",965.8,57.529999,"1,960.96",86.513084,0.7327,341.970001
6/30/2014,-0.2586,"1,315.00",960.6,57.619999,"1,960.23",86.945786,0.7304,341.859985
7/1/2014,-0.195,"1,327.50",969.6,57.57,"1,973.32",87.026917,0.731,344.890015
7/2/2014,-0.195,"1,326.50",971.7,56.970001,"1,974.62",86.990852,0.732,345.679993
7/3/2014,-0.195,"1,317.50",968.5,57.049999,"1,985.44",88.045563,0.7347,348.910004
7/4/2014,-0.195,"1,319.30",970.5,57.049999,"1,985.44",87.829216,0.7356,347.950012
7/7/2014,-0.195,"1,313.00",965,56.669998,"1,977.65",86.458992,0.735,344.799988
7/8/2014,-0.195,"1,323.00",972.3,55.759998,"1,963.71",84.737206,0.7346,339.98999
7/9/2014,-0.195,"1,322.80",970.7,56.02,"1,972.83",85.13385,0.7329,339.959991
7/10/2014,-0.195,"1,340.30",985.7,55.560001,"1,964.68",83.520233,0.7348,336.369995
7/11/2014,-0.195,"1,335.00",981.4,55.799999,"1,967.57",83.394028,0.7349,336.910004
7/14/2014,-0.195,"1,306.00",959.5,56.290001,"1,977.10",84.367607,0.7342,339.790009
7/15/2014,-0.195,"1,310.00",965.5,58.27,"1,973.28",83.213737,0.7369,338.420013
7/16/2014,-0.195,"1,301.00",961.7,58.709999,"1,981.57",85.007645,0.7393,342.970001
7/17/2014,-0.195,"1,302.50",963.1,57.860001,"1,958.12",83.745598,0.7392,339.73999
7/18/2014,-0.195,"1,307.30",967,58.23,"1,978.22",83.375999,0.7394,339.660004
7/21/2014,-0.195,"1,311.50",970,58.240002,"1,973.63",82.510597,0.7394,337.950012
7/22/2014,-0.195,"1,310.30",972.9,58.669998,"1,983.53",84.322533,0.7427,342.440002
7/23/2014,-0.195,"1,308.00",971.6,59,"1,987.01",84.683121,0.7427,342.859985
7/24/2014,-0.195,"1,292.80",959.7,59.169998,"1,987.98",85.14286,0.7428,344.329987
7/25/2014,-0.195,"1,294.80",964.1,59.009998,"1,978.34",83.862793,0.7446,341.950012
7/28/2014,-0.195,"1,304.50",970.5,59.189999,"1,978.91",83.97998,0.744,341.339996
7/29/2014,-0.195,"1,299.30",968.8,58.639999,"1,969.95",84.331551,0.7458,342.269989
7/30/2014,-0.195,"1,294.50",967.6,58.91,"1,970.07",83.565308,0.7465,340.440002
7/31/2014,-0.195,"1,285.30",960.2,57.669998,"1,930.67",83.294868,0.7469,335.98999
8/1/2014,-0.2084,"1,291.30",961.4,56.48,"1,925.15",81.23954,0.7446,335.98999
8/4/2014,-0.2084,"1,290.50",961.8,56.650002,"1,938.99",80.788811,0.745,331.149994
8/5/2014,-0.2084,"1,284.80",961,56.060001,"1,920.21",81.23954,0.7477,332.100006
8/6/2014,-0.2084,"1,306.50",977.3,56.23,"1,920.24",81.338699,0.7472,329.190002
8/7/2014,-0.2084,"1,305.30",977.7,55.91,"1,909.57",80.42823,0.7483,326.959991
8/8/2014,-0.2084,"1,309.80",976.3,56.34,"1,931.59",80.07666,0.7457,324.910004
8/11/2014,-0.2084,"1,307.30",976.6,56.32,"1,936.92",81.555054,0.747,329.359985
8/12/2014,-0.2084,"1,315.80",984.8,56.349998,"1,933.75",80.410202,0.748,328.73999
8/13/2014,-0.2084,"1,312.00",981.2,56.720001,"1,946.72",81.960709,0.7482,330.019989
8/14/2014,-0.2084,"1,313.50",982.5,56.98,"1,955.18",82.600746,0.7482,331.040009
8/15/2014,-0.2084,"1,296.00",968.2,56.75,"1,955.06",81.726334,0.7463,329.720001
8/18/2014,-0.2084,"1,296.80",970.5,57.23,"1,971.74",83.006401,0.7483,333.600006
8/19/2014,-0.2084,"1,296.50",973.5,57.560001,"1,981.60",83.646439,0.7508,335.48999
8/20/2014,-0.2084,"1,295.00",974.4,57.639999,"1,986.51",83.817719,0.7541,335.299988
8/21/2014,-0.2084,"1,275.30",960.4,58.5,"1,992.37",85.530487,0.7529,337.51001
8/22/2014,-0.2084,"1,277.30",964.7,58.490002,"1,988.40",84.457756,0.7551,336.75
8/25/2014,-0.2084,"1,277.30",964.7,59.34,"1,997.92",86.666328,0.758,340.459991
8/26/2014,-0.2084,"1,286.00",975,59.740002,"2,000.02",87.297348,0.7593,342.959991
8/27/2014,-0.2084,"1,282.80",972.3,59.59,"2,000.12",86.891693,0.758,343.329987
8/28/2014,-0.2084,"1,292.00",980.7,59.16,"1,996.74",85.846001,0.7586,341.049988
8/29/2014,-0.2084,"1,285.80",978.1,59.450001,"2,003.37",85.94516,0.7614,342
8/31/2014,-0.2084,"1,285.80",978.1,59.450001,"2,003.37",85.94516,0.7614,342
9/1/2014,-0.2029,"1,286.50",979.7,59.450001,"2,003.37",86.161514,0.7618,342.859985
9/2/2014,-0.2029,"1,267.00",965.3,59.669998,"2,002.28",86.621254,0.7614,342.75
9/3/2014,-0.2029,"1,265.50",963,59.700001,"2,000.72",87.576805,0.7604,344.970001
9/4/2014,-0.2029,"1,271.50",982.1,59.709999,"1,997.65",88.874908,0.7725,348.890015
9/5/2014,-0.2029,"1,266.00",977.5,59.91,"2,007.71",88.721657,0.7722,347.570007
9/8/2014,-0.2029,"1,259.00",973.4,59.889999,"2,001.54",88.379105,0.7753,346.089996
9/9/2014,-0.2029,"1,255.80",972.2,59.060001,"1,988.44",88.397133,0.773,344.869995
9/10/2014,-0.2029,"1,251.00",969.6,59.220001,"1,995.69",88.072609,0.7742,344.700012
9/11/2014,-0.2029,"1,241.30",959.2,59.759998,"1,997.45",87.928375,0.7736,344.269989
9/12/2014,-0.2029,"1,231.50",949.2,60.029999,"1,985.54",87.522713,0.7713,344.269989
9/15/2014,-0.2029,"1,234.30",954.4,59.939999,"1,984.13",87.784142,0.7727,343.910004
9/16/2014,-0.2029,"1,232.30",950.4,59.990002,"1,998.98",88.063591,0.7716,342.839996
9/17/2014,-0.2029,"1,236.00",954.4,60.310001,"2,001.57",88.559395,0.7772,344.390015
9/18/2014,-0.2029,"1,220.50",944.4,61.32,"2,011.36",88.180779,0.7739,347.779999
9/19/2014,-0.2029,"1,219.80",950.5,61.110001,"2,010.40",86.900711,0.7794,348.519989
9/22/2014,-0.2029,"1,213.50",945.7,60.91,"1,994.29",86.513084,0.7782,346.690002
9/23/2014,-0.2029,"1,222.00",951.2,60.939999,"1,982.77",84.989616,0.7784,341.890015
9/24/2014,-0.2029,"1,217.30",951.9,61.630001,"1,998.30",85.305122,0.7824,344.350006
9/25/2014,-0.2029,"1,213.80",952.6,60.150002,"1,965.99",84.07914,0.7843,341.440002
9/26/2014,-0.2029,"1,213.80",956.5,60.560001,"1,982.85",84.656075,0.7884,342.299988
9/29/2014,-0.2029,"1,219.50",960.5,60.330002,"1,977.80",84.214355,0.7883,340.98999
9/30/2014,-0.2029,"1,216.50",963.3,60.240002,"1,972.29",85.070747,0.7916,343.079987
10/1/2014,-0.3174,"1,216.50",964.8,59.77,"1,946.16",84.052094,0.7922,340.220001
10/2/2014,-0.3174,"1,211.80",955.9,58.84,"1,946.17",82.39341,0.7893,332.049988
10/3/2014,-0.3174,"1,195.00",955,60.299999,"1,967.90",82.39341,0.7989,335.190002
10/6/2014,-0.3174,"1,195.80",949.4,60.18,"1,964.82",81.086296,0.7903,336
10/7/2014,-0.3174,"1,210.50",956.8,59.27,"1,935.10",79.292389,0.7893,330.850006
10/8/2014,-0.3174,"1,217.00",959.9,60.400002,"1,968.89",78.111481,0.7853,328
10/9/2014,-0.3174,"1,226.80",967,59.080002,"1,928.21",78.436005,0.788,326.670013
10/10/2014,-0.3174,"1,219.00",964.5,58.52,"1,906.13",75.362022,0.7919,321.619995
10/13/2014,-0.3174,"1,229.00",970.3,58.16,"1,874.74",76.17334,0.7842,321.559998
10/14/2014,-0.3174,"1,234.80",975.3,57.990002,"1,877.70",76.362648,0.79,321.529999
10/15/2014,-0.3174,"1,237.50",967.5,55.529999,"1,862.49",74.226189,0.779,311.359985
10/16/2014,-0.3174,"1,237.80",965.1,55.080002,"1,862.76",74.298302,0.7807,310.029999
10/17/2014,-0.3174,"1,234.30",966.5,56.200001,"1,886.76",75.902901,0.7835,318.679993
10/20/2014,-0.3174,"1,244.50",972.7,56.630001,"1,904.01",74.893265,0.7813,317.01001
10/21/2014,-0.3174,"1,250.30",981.9,57.93,"1,941.28",77.011696,0.7864,323.73999
10/22/2014,-0.3174,"1,243.80",982.1,57.450001,"1,927.11",77.101845,0.7905,326.109985
10/23/2014,-0.3174,"1,232.80",975.1,58.060001,"1,950.82",78.102463,0.7908,328.26001
10/24/2014,-0.3174,"1,232.80",973.7,58.740002,"1,964.58",77.606659,0.7893,327.170013
10/27/2014,-0.3174,"1,228.80",967.1,58.639999,"1,961.63",77.128883,0.7875,325.100006
10/28/2014,-0.3174,"1,229.30",965,59.630001,"1,985.05",78.454033,0.7853,328.25
10/29/2014,-0.3174,"1,223.50",960.8,59.290001,"1,982.30",78.706444,0.7916,328.779999
10/30/2014,-0.3174,"1,202.00",953.3,59.389999,"1,994.65",78.751511,0.7929,330.709991
10/31/2014,-0.3174,"1,164.30",929.1,60.48,"2,018.05",81.05024,0.7984,336.799988
11/3/2014,-0.2191,"1,167.80",935.3,60.880001,"2,017.81",80.283997,0.8012,334.25
11/4/2014,-0.2191,"1,166.50",929.9,60.25,"2,012.10",79.238304,0.7971,330.880005
11/5/2014,-0.2191,"1,142.00",914.2,61.150002,"2,023.57",80.302025,0.8009,336.359985
11/6/2014,-0.2191,"1,145.00",923.5,61.23,"2,031.21",80.7798,0.8081,337.079987
11/7/2014,-0.2191,"1,154.50",928.6,61.470001,"2,031.92",79.355492,0.803,335.25
11/10/2014,-0.2191,"1,162.00",935.1,61.93,"2,038.26",79.851295,0.8051,337.709991
11/11/2014,-0.2191,"1,156.50",927.9,61.369999,"2,039.68",80.211876,0.8016,338.929993
11/12/2014,-0.2191,"1,164.50",936.2,60.560001,"2,038.25",79.229286,0.8039,335.089996
11/13/2014,-0.2191,"1,161.80",932,60.23,"2,039.33",79.472679,0.8015,335.859985
11/14/2014,-0.2191,"1,169.00",934.2,60.279999,"2,039.82",79.779175,0.7985,335.630005
11/17/2014,-0.2191,"1,182.50",950,60.380001,"2,041.32",80.157791,0.8032,337.25
11/18/2014,-0.2191,"1,192.80",951.8,60.529999,"2,051.80",81.996773,0.7976,339.299988
11/19/2014,-0.2191,"1,196.00",953,60.599998,"2,048.72",82.005783,0.7965,339.149994
11/20/2014,-0.2191,"1,190.00",949,60.119999,"2,052.75",81.933662,0.7975,338.279999
11/21/2014,-0.2191,"1,203.80",971.7,60.450001,"2,063.50",84.719177,0.8071,345.23999
11/24/2014,-0.2191,"1,197.50",963.6,60.959999,"2,069.41",85.007645,0.8037,345.720001
11/25/2014,-0.2191,"1,199.00",962.3,60.299999,"2,067.03",85.846001,0.8016,346.279999
11/26/2014,-0.2191,"1,197.50",957.6,60.34,"2,072.83",86.47702,0.7996,346.279999
11/27/2014,-0.2191,"1,194.80",958,60.34,"2,072.83",86.900711,0.8022,347.48999
11/28/2014,-0.2191,"1,182.80",951.2,60.16,"2,067.56",85.782898,0.8031,347.25
11/30/2014,-0.2191,"1,182.80",951.2,60.16,"2,067.56",85.782898,0.8031,347.25
12/1/2014,0.2809,"1,194.00",955.7,60,"2,053.44",85.214981,0.8019,345.640015
12/2/2014,0.2809,"1,195.00",964.8,61.080002,"2,066.55",84.556915,0.8075,347.369995
12/3/2014,0.2809,"1,204.80",979.1,61.540001,"2,074.33",84.647057,0.8123,349.339996
12/4/2014,0.2809,"1,209.00",977,61.380001,"2,071.92",83.439102,0.8078,344.839996
12/5/2014,0.2809,"1,194.00",971.3,62.700001,"2,075.37",85.088776,0.8139,350.970001
12/8/2014,0.2809,"1,193.00",968.7,62.669998,"2,060.31",84.836365,0.8119,348.609985
12/9/2014,0.2809,"1,227.00",990,62.450001,"2,059.82",83.511223,0.8081,340.480011
12/10/2014,0.2809,"1,229.00",988.9,60.68,"2,026.14",83.934906,0.8034,339.320007
12/11/2014,0.2809,"1,216.30",981.9,61.139999,"2,035.33",84.565926,0.8057,339.309998
12/12/2014,0.2809,"1,217.00",977,60.040001,"2,002.33",82.375381,0.8024,330.540009
12/15/2014,0.2809,"1,209.30",972.2,59.16,"1,989.63",80.211876,0.804,323.290009
12/16/2014,0.2809,"1,202.50",961.3,58.43,"1,972.74",82.429466,0.7993,328.880005
12/17/2014,0.2809,"1,195.80",963.3,59.77,"2,012.89",82.122971,0.8102,329.339996
12/18/2014,0.2809,"1,199.00",976.1,61.48,"2,061.23",84.611,0.8139,339.049988
12/19/2014,0.2809,"1,195.50",976.7,61.93,"2,070.65",83.619392,0.8177,340.299988
12/22/2014,0.2809,"1,195.30",975.6,61.939999,"2,078.54",84.565926,0.8176,341.970001
12/23/2014,0.2809,"1,175.80",965.6,62.48,"2,082.17",85.269066,0.8215,344.059998
12/24/2014,0.2809,"1,175.80",965.6,62.48,"2,081.88",85.269066,0.82,344.059998
12/25/2014,0.2809,"1,175.80",965.6,62.48,"2,081.88",85.269066,0.8182,344.059998
12/26/2014,0.2809,"1,175.80",965.6,62.549999,"2,088.77",85.269066,0.8213,344.059998
12/29/2014,0.2809,"1,185.50",974,62.959999,"2,090.57",85.503448,0.8229,344.059998
12/30/2014,0.2809,"1,206.00",992,63.150002,"2,080.35",84.511841,0.8225,341.019989
12/31/2014,0.2809,"1,206.00",992,62.580002,"2,058.90",84.511841,0.8266,341.019989
1/1/2015,0.6627,"1,206.00",992,62.580002,"2,058.90",84.511841,0.8261,341.019989
1/2/2015,0.6627,"1,172.00",975.9,62.490002,"2,058.20",84.520859,0.8332,341.019989
1/5/2015,0.6627,"1,200.00","1,006.50",60.549999,"2,020.58",81.969727,0.838,333.98999
1/6/2015,0.6627,"1,210.30","1,015.10",58.98,"2,002.61",81.897606,0.8411,331.609985
1/7/2015,0.6627,"1,210.50","1,023.30",59.07,"2,025.90",82.420456,0.8447,333.200012
1/8/2015,0.6627,"1,215.50","1,028.60",60.389999,"2,062.14",85.115822,0.848,342.350006
1/9/2015,0.6627,"1,217.80","1,029.40",59.34,"2,044.81",83.375999,0.8445,337.929993
1/12/2015,0.6627,"1,226.50","1,037.10",58.830002,"2,028.26",84.232391,0.8451,339.869995
1/13/2015,0.6627,"1,231.50","1,045.00",58.84,"2,023.03",84.60199,0.8495,344.769989
1/14/2015,0.6627,"1,235.00","1,047.70",56.810001,"2,011.27",83.601364,0.8482,339.670013
1/15/2015,0.6627,"1,259.00","1,085.30",54.990002,"1,992.67",85.323158,0.8598,348.450012
1/16/2015,0.6627,"1,277.50","1,106.30",55.93,"2,019.42",86.062355,0.8643,352.399994
1/19/2015,0.6627,"1,273.80","1,097.20",55.93,"2,019.42",87.378487,0.8617,353.179993
